bhcmis_id,organization,site_name,city,county,type,latitude,longitude,total_patients,uninsured,medicaid,pct_uninsured,pct_medicaid
101120,Multnomah County,Cleveland High School Student Health Center,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.49849707,-122.63860152,54930.0,3549.0,44369.0,0.06460950300382305,0.807737119970872
10E01385,CASCADE AIDS PROJECT,Cascade AIDS Project,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,45.52428198,-122.67576503,,,,,
10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Oregon City Medical Clinic,Oregon City,Clackamas,Federally Qualified Health Center (FQHC),45.34540161,-122.59688194,19718.0,1522.0,14066.0,0.07718835581701998,0.713358352774115
102400,ASHER COMMUNITY HEALTH CENTER,Spray Field Office,Spray,Wheeler,Federally Qualified Health Center (FQHC),44.83517442,-119.79279929,1551.0,158.0,513.0,0.10186976144422953,0.3307543520309478
1010860,"WATERFALL CLINIC, INCORPORATED",Starfish Youth Therapy Center,Coos Bay,Coos,Federally Qualified Health Center (FQHC),43.36404543,-124.21739777,5606.0,393.0,2443.0,0.07010346057795219,0.435783089546914
10E01418,CASCADIA HEALTH,Cascadia Health- Administrative Office,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,45.52907438,-122.64649191,,,,,
101120,Multnomah County,Leodis V. McDaniel High School Student Health Center,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.54185779,-122.58034721,54930.0,3549.0,44369.0,0.06460950300382305,0.807737119970872
105600,MOSAIC COMMUNITY HEALTH,Bend High School-Based Health Center,Bend,Deschutes,Federally Qualified Health Center (FQHC),44.05281575,-121.29719082,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
100150,"SISKIYOU COMMUNITY HEALTH CENTER, INC.",NORTH VALLEY HIGH SCHOOL SCHOOL BASED HEALTH CENTER,Grants Pass,Josephine,Federally Qualified Health Center (FQHC),42.518718,-123.37017595,21248.0,1255.0,11291.0,0.05906438253012048,0.5313911897590361
105600,MOSAIC COMMUNITY HEALTH,Crook Kids School-Based Health Center,Prineville,Crook,Federally Qualified Health Center (FQHC),44.30141051,-120.8395747,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
102970,ROGUE COMMUNITY HEALTH,Butte Falls Health Center,Butte Falls,Jackson,Federally Qualified Health Center (FQHC),42.54085961,-122.564636,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
101120,Multnomah County,Franklin High School Student Health Center,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.50227999,-122.60689999,54930.0,3549.0,44369.0,0.06460950300382305,0.807737119970872
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Rogue Primary School,Central Point,Jackson,Federally Qualified Health Center (FQHC),42.36974711,-122.9115095,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
100150,"SISKIYOU COMMUNITY HEALTH CENTER, INC.",SISKIYOU COMMUNITY HEALTH CENTER,Grants Pass,Josephine,Federally Qualified Health Center (FQHC),42.459058,-123.32705903,21248.0,1255.0,11291.0,0.05906438253012048,0.5313911897590361
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,VIRGINIA GARCIA MEMORIAL HEALTH CENTER- CORNELIUS DENTAL,Cornelius,Washington,Federally Qualified Health Center (FQHC),45.52028901,-123.05800999,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
101310,COUNTY OF CLACKAMAS,Gladstone Health Clinic,Gladstone,Clackamas,Federally Qualified Health Center (FQHC),45.38446253,-122.59821365,17686.0,1210.0,13255.0,0.0684156960307588,0.7494628519733122
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica Acute Care Clinic,Medford,Jackson,Federally Qualified Health Center (FQHC),42.33731585,-122.86973426,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Tualatin SBHC,Tualatin,Washington,Federally Qualified Health Center (FQHC),45.35900401,-122.77469244,19718.0,1522.0,14066.0,0.07718835581701998,0.713358352774115
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,VIRGINIA GARCIA MEMORIAL HEALTH CENTER - SHERIDAN,Sheridan,Yamhill,Federally Qualified Health Center (FQHC),45.093726,-123.39367303,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
107660,CENTRAL CITY CONCERN,Hansen Clinic at Banfield Value Inn,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.53453619,-122.62593663,11360.0,536.0,8679.0,0.047183098591549295,0.7639964788732394
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Crater High School,Central Point,Jackson,Federally Qualified Health Center (FQHC),42.37979215,-122.92112362,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
102400,ASHER COMMUNITY HEALTH CENTER,MITCHELL SATELLITE CLINIC,Mitchell,Wheeler,Federally Qualified Health Center (FQHC),44.56547069,-120.1539623,1551.0,158.0,513.0,0.10186976144422953,0.3307543520309478
101630,VALLEY FAMILY HEALTH CARE INC,Valley Family Women and Children Clinic,Ontario,Malheur,Federally Qualified Health Center (FQHC),44.02405928,-116.97481669,23306.0,3289.0,10450.0,0.14112245773620527,0.4483823908006522
101310,COUNTY OF CLACKAMAS,Sunnyside Health Center,Clackamas,Clackamas,Federally Qualified Health Center (FQHC),45.43377,-122.56199997,17686.0,1210.0,13255.0,0.0684156960307588,0.7494628519733122
107880,"THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED","NARA Child, Youth, & Family Services/NARA Youth Residential Treatment Center",Gresham,Multnomah,Federally Qualified Health Center (FQHC),45.49879899,-122.42449888,5025.0,493.0,3097.0,0.09810945273631841,0.616318407960199
100700,WHITE BIRD CLINIC,WHITE BIRD MEDICAL CLINIC,Eugene,Lane,Federally Qualified Health Center (FQHC),44.04418959,-123.08698875,4902.0,1202.0,3261.0,0.2452060383516932,0.6652386780905752
102080,ONE COMMUNITY HEALTH,One Community Health - Wy'east Middle School,Hood River,Hood River,Federally Qualified Health Center (FQHC),45.63777199,-121.55522042,24400.0,2165.0,10545.0,0.08872950819672132,0.432172131147541
10E00467,ADAPT,Tichenor Wellness Center,Port Orford,Curry,Federally Qualified Health Center (FQHC),42.74913539,-124.49634407,7895.0,100.0,4540.0,0.01266624445851805,0.5750474984167194
10E00492,THE WALLACE MEDICAL CONCERN,Wallace Downtown Rockwood,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.51937706,-122.47104208,7140.0,879.0,5622.0,0.123109243697479,0.7873949579831933
1010860,"WATERFALL CLINIC, INCORPORATED",North Bay Health Center,North Bend,Coos,Federally Qualified Health Center (FQHC),43.50143999,-124.21069996,5606.0,393.0,2443.0,0.07010346057795219,0.435783089546914
10E00507,OREGON HEALTH & SCIENCE UNIVERSITY,Benson Wellness Center,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.52724683,-122.65204978,12932.0,235.0,5412.0,0.018171976492421898,0.4184967522424992
103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Mobile Unit 41,Roseburg,Douglas,Federally Qualified Health Center (FQHC),43.26245915,-123.35030783,18139.0,922.0,9987.0,0.05082970395280886,0.5505816197144274
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Willamina School Based Health Center,Willamina,Yamhill,Federally Qualified Health Center (FQHC),45.08582999,-123.47550002,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
102080,ONE COMMUNITY HEALTH,One Community Health - Dufur School Health Center,Dufur,Wasco,Federally Qualified Health Center (FQHC),45.4550421,-121.12348283,24400.0,2165.0,10545.0,0.08872950819672132,0.432172131147541
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Sams Valley Elementary School,Central Point,Jackson,Federally Qualified Health Center (FQHC),42.49343542,-122.93505233,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
107660,CENTRAL CITY CONCERN,Puentes,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.52069675,-122.55877403,11360.0,536.0,8679.0,0.047183098591549295,0.7639964788732394
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School Based Health Center at Mae Richardson Elementary School,Central Point,Jackson,Federally Qualified Health Center (FQHC),42.3723315,-122.9208549,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
100700,WHITE BIRD CLINIC,WHITE BIRD DENTAL CLINIC,Eugene,Lane,Federally Qualified Health Center (FQHC),44.04421256,-123.08943752,4902.0,1202.0,3261.0,0.2452060383516932,0.6652386780905752
101030,YAKIMA VALLEY FARM WORKERS CLINIC,Coastal Family Health Center,Astoria,Clatsop,Federally Qualified Health Center (FQHC),46.18929707,-123.81637517,202651.0,20211.0,133722.0,0.09973303857370554,0.659863509185743
10E00492,THE WALLACE MEDICAL CONCERN,Wallace Student Health Center,Gresham,Multnomah,Federally Qualified Health Center (FQHC),45.50544353,-122.43105697,7140.0,879.0,5622.0,0.123109243697479,0.7873949579831933
102080,ONE COMMUNITY HEALTH,Mobile Health Unit 3,Hood River,Hood River,Federally Qualified Health Center (FQHC),45.69615358,-121.51938091,24400.0,2165.0,10545.0,0.08872950819672132,0.432172131147541
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Patrick Elementary School,Gold Hill,Jackson,Federally Qualified Health Center (FQHC),42.4334782,-123.06286697,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
1010860,"WATERFALL CLINIC, INCORPORATED","WATERFALL CLINIC, INC.",North Bend,Coos,Federally Qualified Health Center (FQHC),43.38913397,-124.23759447,5606.0,393.0,2443.0,0.07010346057795219,0.435783089546914
1010860,"WATERFALL CLINIC, INCORPORATED",Waterfall Clinic Marshfield High School,Coos Bay,Coos,Federally Qualified Health Center (FQHC),43.3596469,-124.22167496,5606.0,393.0,2443.0,0.07010346057795219,0.435783089546914
100150,"SISKIYOU COMMUNITY HEALTH CENTER, INC.",LORNA BYRNE SCHOOL BASED HEALTH CENTER,Cave Junction,Josephine,Federally Qualified Health Center (FQHC),42.16716925,-123.6437956,21248.0,1255.0,11291.0,0.05906438253012048,0.5313911897590361
10E01202,WINDING WATERS MEDICAL CLINIC,Enterprise Pharmacy of Winding Waters,Enterprise,Wallowa,Federally Qualified Health Center (FQHC),45.42670347,-117.28299965,5705.0,378.0,1897.0,0.06625766871165645,0.3325153374233129
107920,LANE COUNTY OREGON,Mobile Van #1,Eugene,Lane,Federally Qualified Health Center (FQHC),44.09644825,-123.09590231,28346.0,6323.0,16750.0,0.2230649827136104,0.5909122980314683
100150,"SISKIYOU COMMUNITY HEALTH CENTER, INC.",ILLINOIS VALLEY HIGH SCHOOL BASED HEALTH CENTER,Cave Junction,Josephine,Federally Qualified Health Center (FQHC),42.167285,-123.63179401,21248.0,1255.0,11291.0,0.05906438253012048,0.5313911897590361
101030,YAKIMA VALLEY FARM WORKERS CLINIC,Lancaster Family Health Center at Lancaster,Salem,Marion,Federally Qualified Health Center (FQHC),44.92995958,-122.98473221,202651.0,20211.0,133722.0,0.09973303857370554,0.659863509185743
101030,YAKIMA VALLEY FARM WORKERS CLINIC,Rosewood Family Health Center at Lents,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.48051571,-122.57029345,202651.0,20211.0,133722.0,0.09973303857370554,0.659863509185743
105600,MOSAIC COMMUNITY HEALTH,Bend Admin Site,Bend,Deschutes,Federally Qualified Health Center (FQHC),44.04338095,-121.32483241,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
107920,LANE COUNTY OREGON,Springfield Schools Health Center,Springfield,Lane,Federally Qualified Health Center (FQHC),44.05420886,-123.01373468,28346.0,6323.0,16750.0,0.2230649827136104,0.5909122980314683
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia Memorial Health Center- Administration,Hillsboro,Washington,Federally Qualified Health Center (FQHC),45.54371253,-122.89191001,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
102970,ROGUE COMMUNITY HEALTH,White Mountain Health Center,White City,Jackson,Federally Qualified Health Center (FQHC),42.43788666,-122.82808165,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia Reproductive Health Clinic,Hillsboro,Washington,Federally Qualified Health Center (FQHC),45.51971255,-122.97905422,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
107880,"THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED",NARA Indian Health Clinic,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.53685475,-122.65829195,5025.0,493.0,3097.0,0.09810945273631841,0.616318407960199
10E01418,CASCADIA HEALTH,Cascadia Plaza Health Center,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,45.50499803,-122.6183464,,,,,
100760,"NORTHWEST HUMAN SERVICES, INC.",NORTHWEST HUMAN SERVICES-HOST Youth & Family Program,Salem,Marion,Federally Qualified Health Center (FQHC),44.95125229,-123.03449674,12642.0,734.0,7888.0,0.05806043347571587,0.6239519063439329
1010810,BENTON COUNTY,BENTON HEALTH CENTER,Corvallis,Benton,Federally Qualified Health Center (FQHC),44.5732741,-123.28150187,10514.0,1636.0,5784.0,0.15560205440365227,0.5501236446642572
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,VIRGINIA GARCIA MOBILE VAN 2,Cornelius,Washington,Federally Qualified Health Center (FQHC),45.5206882,-123.05763582,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Oak Grove Elementary School,Medford,Jackson,Federally Qualified Health Center (FQHC),42.32444585,-122.90949474,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
102360,COUNTY OF TILLAMOOK,Tillamook CHC Dental Clinic,Tillamook,Tillamook,Federally Qualified Health Center (FQHC),45.45206003,-123.84475344,6021.0,1361.0,2332.0,0.22604218568344128,0.3873110778940375
105600,MOSAIC COMMUNITY HEALTH,Prineville Health Center,Prineville,Crook,Federally Qualified Health Center (FQHC),44.30361352,-120.84911582,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
102970,ROGUE COMMUNITY HEALTH,Rogue Main St Dental,Medford,Jackson,Federally Qualified Health Center (FQHC),42.32773969,-122.86195401,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
10E01418,CASCADIA HEALTH,Cascadia Plaza Health Center 200,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,45.5049992,-122.61834623,,,,,
1014200,COUNTY OF LINCOLN,Western Title Building,Newport,Lincoln,Federally Qualified Health Center (FQHC),44.63378,-124.05499002,3163.0,288.0,1476.0,0.09105279797660448,0.466645589630098
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,Women's Health Center--La Clinica,Medford,Jackson,Federally Qualified Health Center (FQHC),42.3121719,-122.86516629,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
101120,Multnomah County,Billi Odegaard Dental Clinic,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.52342602,-122.67749296,54930.0,3549.0,44369.0,0.06460950300382305,0.807737119970872
101030,YAKIMA VALLEY FARM WORKERS CLINIC,Rosewood Family Health Center,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.49702252,-122.57214124,202651.0,20211.0,133722.0,0.09973303857370554,0.659863509185743
107660,CENTRAL CITY CONCERN,Health Services Leadership Office,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.52285735,-122.67801515,11360.0,536.0,8679.0,0.047183098591549295,0.7639964788732394
105600,MOSAIC COMMUNITY HEALTH,East Bend Health Center,Bend,Deschutes,Federally Qualified Health Center (FQHC),44.06513593,-121.27191712,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
101630,VALLEY FAMILY HEALTH CARE INC,"Ontario Medical, Pharmacy, and Dental Clinic Building",Ontario,Malheur,Federally Qualified Health Center (FQHC),44.02533216,-116.99724037,23306.0,3289.0,10450.0,0.14112245773620527,0.4483823908006522
102360,COUNTY OF TILLAMOOK,Mobile Clinic,Tillamook,Tillamook,Federally Qualified Health Center (FQHC),45.48646412,-123.84623243,6021.0,1361.0,2332.0,0.22604218568344128,0.3873110778940375
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia Beaverton Dental Clinic,Beaverton,Washington,Federally Qualified Health Center (FQHC),45.49086346,-122.80675021,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Dental at Milwaukie High School Health and Wellness Center,Portland,Clackamas,Federally Qualified Health Center (FQHC),45.44060347,-122.63759527,19718.0,1522.0,14066.0,0.07718835581701998,0.713358352774115
1010810,BENTON COUNTY,LINCOLN HEALTH CENTER,Corvallis,Benton,Federally Qualified Health Center (FQHC),44.54441039,-123.26556192,10514.0,1636.0,5784.0,0.15560205440365227,0.5501236446642572
101630,VALLEY FAMILY HEALTH CARE INC,Fortner Neighborhood Clinic,Ontario,Malheur,Federally Qualified Health Center (FQHC),44.03598631,-116.96507767,23306.0,3289.0,10450.0,0.14112245773620527,0.4483823908006522
10E00467,ADAPT,Coast Community Health Center - Behavioral Health,Bandon,Coos,Federally Qualified Health Center (FQHC),43.11938991,-124.39982034,7895.0,100.0,4540.0,0.01266624445851805,0.5750474984167194
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,Center for Learning and Innovation--La Clinica,Medford,Jackson,Federally Qualified Health Center (FQHC),42.36093328,-122.87807635,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
102080,ONE COMMUNITY HEALTH,One Community Health -- The Dalles,The Dalles,Wasco,Federally Qualified Health Center (FQHC),45.60602243,-121.20693742,24400.0,2165.0,10545.0,0.08872950819672132,0.432172131147541
102970,ROGUE COMMUNITY HEALTH,East McAndrews Suite 202,Medford,Jackson,Federally Qualified Health Center (FQHC),42.34105078,-122.86822987,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
107880,"THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED",NARA Residential Treatment Center,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.65014648,-122.85033753,5025.0,493.0,3097.0,0.09810945273631841,0.616318407960199
103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Umpqua Community Health Center,Roseburg,Douglas,Federally Qualified Health Center (FQHC),43.26245915,-123.35030783,18139.0,922.0,9987.0,0.05082970395280886,0.5505816197144274
105600,MOSAIC COMMUNITY HEALTH,Conners Health Center,Bend,Deschutes,Federally Qualified Health Center (FQHC),44.07096437,-121.2617492,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
107660,CENTRAL CITY CONCERN,River Haven Clinic,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.55997674,-122.55779134,11360.0,536.0,8679.0,0.047183098591549295,0.7639964788732394
102970,ROGUE COMMUNITY HEALTH,Ashland School Health Center,Ashland,Jackson,Federally Qualified Health Center (FQHC),42.19070626,-122.69958875,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
101310,COUNTY OF CLACKAMAS,Oregon City High School SBHC,Oregon City,Clackamas,Federally Qualified Health Center (FQHC),45.32024961,-122.56081176,17686.0,1210.0,13255.0,0.0684156960307588,0.7494628519733122
10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Merlo Station SBHC,Beaverton,Washington,Federally Qualified Health Center (FQHC),45.50609455,-122.84769178,19718.0,1522.0,14066.0,0.07718835581701998,0.713358352774115
102970,ROGUE COMMUNITY HEALTH,Prospect Charter School,Prospect,Jackson,Federally Qualified Health Center (FQHC),42.75199404,-122.4891091,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Administration Support,Portland,Washington,Federally Qualified Health Center (FQHC),45.4255282,-122.75326319,19718.0,1522.0,14066.0,0.07718835581701998,0.713358352774115
101630,VALLEY FAMILY HEALTH CARE INC,Valley Family Health Care - Vale Medical Clinic,Vale,Malheur,Federally Qualified Health Center (FQHC),43.98238219,-117.2476162,23306.0,3289.0,10450.0,0.14112245773620527,0.4483823908006522
101120,Multnomah County,Reynolds High School Student Health Center,Troutdale,Multnomah,Federally Qualified Health Center (FQHC),45.52806101,-122.40159097,54930.0,3549.0,44369.0,0.06460950300382305,0.807737119970872
100760,"NORTHWEST HUMAN SERVICES, INC.","NORTHWEST HUMAN SERVICES, INC.",Salem,Marion,Federally Qualified Health Center (FQHC),44.94239568,-123.03247092,12642.0,734.0,7888.0,0.05806043347571587,0.6239519063439329
101120,Multnomah County,Northeast Health Center,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.56217334,-122.66184504,54930.0,3549.0,44369.0,0.06460950300382305,0.807737119970872
101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Hillsboro School-Based Health Center,Hillsboro,Washington,Federally Qualified Health Center (FQHC),45.50537098,-122.91482756,48320.0,5313.0,33973.0,0.10995447019867549,0.7030836092715231
107920,LANE COUNTY OREGON,Lane County Clinical Financial Services Office,Eugene,Lane,Federally Qualified Health Center (FQHC),44.06000729,-123.06759135,28346.0,6323.0,16750.0,0.2230649827136104,0.5909122980314683
100760,"NORTHWEST HUMAN SERVICES, INC.",QuickCare Clinic,Salem,Polk,Federally Qualified Health Center (FQHC),44.94022628,-123.05987455,12642.0,734.0,7888.0,0.05806043347571587,0.6239519063439329
10E00062,NEHALEM BAY HEALTH CENTER AND PHARMACY,Nehalem Elementary School,Nehalem,Tillamook,Federally Qualified Health Center (FQHC),45.72066386,-123.89526003,1424.0,,428.0,0.0,0.300561797752809
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Phoenix High School,Phoenix,Jackson,Federally Qualified Health Center (FQHC),42.27643155,-122.82314831,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
100700,WHITE BIRD CLINIC,Harm Reduction & Treatment Center,Eugene,Lane,Federally Qualified Health Center (FQHC),44.05276969,-123.11249496,4902.0,1202.0,3261.0,0.2452060383516932,0.6652386780905752
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,Birch Grove Health Center--La Clinica,Medford,Jackson,Federally Qualified Health Center (FQHC),42.31848389,-122.86582058,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
102080,ONE COMMUNITY HEALTH,One Community Health - Hood River Middle School,Hood River,Hood River,Federally Qualified Health Center (FQHC),45.70431122,-121.52801225,24400.0,2165.0,10545.0,0.08872950819672132,0.432172131147541
105600,MOSAIC COMMUNITY HEALTH,Mosaic Pharmacy - Redmond,Redmond,Deschutes,Federally Qualified Health Center (FQHC),44.26484839,-121.1793535,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
102400,ASHER COMMUNITY HEALTH CENTER,ASHER CLINIC,Fossil,Wheeler,Federally Qualified Health Center (FQHC),44.99827707,-120.21214993,1551.0,158.0,513.0,0.10186976144422953,0.3307543520309478
105600,MOSAIC COMMUNITY HEALTH,Mosaic Pharmacy - Madras,Madras,Jefferson,Federally Qualified Health Center (FQHC),44.63810326,-121.11892039,28112.0,1349.0,14734.0,0.047986624928856005,0.5241178144564599
10E00467,ADAPT,FQHC - Main Winston,Winston,Douglas,Federally Qualified Health Center (FQHC),43.11463787,-123.4167246,7895.0,100.0,4540.0,0.01266624445851805,0.5750474984167194
102080,ONE COMMUNITY HEALTH,One Community Health -- The Dalles Express Clinic,The Dalles,Wasco,Federally Qualified Health Center (FQHC),45.60751506,-121.20545573,24400.0,2165.0,10545.0,0.08872950819672132,0.432172131147541
1014200,COUNTY OF LINCOLN,Coastal Healthcare - Newport,Newport,Lincoln,Federally Qualified Health Center (FQHC),44.63603117,-124.05582905,3163.0,288.0,1476.0,0.09105279797660448,0.466645589630098
1014200,COUNTY OF LINCOLN,WALDPORT SCHOOL BASED HEALTH CENTER,Waldport,Lincoln,Federally Qualified Health Center (FQHC),44.40403434,-124.06550518,3163.0,288.0,1476.0,0.09105279797660448,0.466645589630098
1010810,BENTON COUNTY,East Linn Health Center,Lebanon,Linn,Federally Qualified Health Center (FQHC),44.54920245,-122.90933841,10514.0,1636.0,5784.0,0.15560205440365227,0.5501236446642572
10E00492,THE WALLACE MEDICAL CONCERN,Rosewood Dental Clinic,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.52285035,-122.4757755,7140.0,879.0,5622.0,0.123109243697479,0.7873949579831933
1018560,LA PINE COMMUNITY HEALTH CENTER,Gilchrist School Based Health Center,Gilchrist,Klamath,Federally Qualified Health Center (FQHC),43.47854928,-121.68630185,6611.0,245.0,2533.0,0.03705944637725004,0.38314929662683406
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Talent Elementary School,Talent,Jackson,Federally Qualified Health Center (FQHC),42.2412971,-122.79243675,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
102970,ROGUE COMMUNITY HEALTH,Eagle Point Health Center,Eagle Point,Jackson,Federally Qualified Health Center (FQHC),42.47269557,-122.81187063,14401.0,767.0,8741.0,0.05326019026456496,0.6069717380737448
1010810,BENTON COUNTY,CHILDREN'S FARM HOME,Corvallis,Benton,Federally Qualified Health Center (FQHC),44.60791344,-123.21665218,10514.0,1636.0,5784.0,0.15560205440365227,0.5501236446642572
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Talent Middle School,Talent,Jackson,Federally Qualified Health Center (FQHC),42.23992048,-122.79322341,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
102080,ONE COMMUNITY HEALTH,Mobile Health Unit 2,Hood River,Hood River,Federally Qualified Health Center (FQHC),45.69615358,-121.51938091,24400.0,2165.0,10545.0,0.08872950819672132,0.432172131147541
1010810,BENTON COUNTY,Children and Families,Corvallis,Benton,Federally Qualified Health Center (FQHC),44.55176006,-123.29795831,10514.0,1636.0,5784.0,0.15560205440365227,0.5501236446642572
101030,YAKIMA VALLEY FARM WORKERS CLINIC,Lancaster Family Health Center at Beverly,Salem,Marion,Federally Qualified Health Center (FQHC),44.96084634,-122.98487043,202651.0,20211.0,133722.0,0.09973303857370554,0.659863509185743
10E00467,ADAPT,FQHC Mobile Medical Clinic,Roseburg,Douglas,Federally Qualified Health Center (FQHC),43.21260401,-123.31354497,7895.0,100.0,4540.0,0.01266624445851805,0.5750474984167194
100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Washington Elementary School,Medford,Jackson,Federally Qualified Health Center (FQHC),42.31699334,-122.88312812,23919.0,2060.0,15095.0,0.08612400183954179,0.6310882561980016
107880,"THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED",NARA Wellness Center,Portland,Multnomah,Federally Qualified Health Center (FQHC),45.52200873,-122.53557242,5025.0,493.0,3097.0,0.09810945273631841,0.616318407960199
10E01418,CASCADIA HEALTH,Cascadia Woodland Park Health Center,Portland,Multnomah,Federally Qualified Health Center (FQHC) Look-Alike,45.53632414,-122.55590633,,,,,
10E01418,CASCADIA HEALTH,Cascadia Talbert Health Center,Clackamas,Clackamas,Federally Qualified Health Center (FQHC) Look-Alike,45.42740177,-122.53655252,,,,,
103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Aviva Health Support Services,Roseburg,Douglas,Federally Qualified Health Center (FQHC),43.25933819,-123.35139965,18139.0,922.0,9987.0,0.05082970395280886,0.5505816197144274
