site_id,bhcmis_id,organization,site_name,address,city,county,type,status,latitude,longitude,source_date
BPS-H80-013900,101120,Multnomah County,Centennial High School Student Health Center,3505 SE 182nd Ave,Gresham,Multnomah,Federally Qualified Health Center (FQHC),Active,45.49632461,-122.47558322,2026-09-14
BPS-H80-013901,105600,MOSAIC COMMUNITY HEALTH,Bend Admin Site,"600 SW Columbia St, Apt 6150",Bend,Deschutes,Federally Qualified Health Center (FQHC),Active,44.04338095,-121.32483241,2026-09-14
BPS-H80-013943,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Milwaukie Dental,"3300 SE Dwyer Dr, Suite 302",Portland,Clackamas,Federally Qualified Health Center (FQHC),Active,45.4503339,-122.62789699,2026-09-14
BPS-H80-014125,1018560,LA PINE COMMUNITY HEALTH CENTER,Gilchrist School Based Health Center,350 Mississippi Ave,Gilchrist,Klamath,Federally Qualified Health Center (FQHC),Active,43.47854928,-121.68630185,2026-09-14
BPS-H80-014152,101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Evans Street Mental Health Integration Site,627 NE Evans St,Mcminnville,Yamhill,Federally Qualified Health Center (FQHC),Active,45.21264852,-123.19480969,2026-09-14
BPS-H80-014453,101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia Beaverton School Based Health Center,13000 SW 2nd St,Beaverton,Washington,Federally Qualified Health Center (FQHC),Active,45.48572359,-122.81072792,2026-09-14
BPS-H80-014456,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School Based Health Center at Central Point Elementary School,450 S 4th St,Central Point,Jackson,Federally Qualified Health Center (FQHC),Active,42.37245714,-122.91155836,2026-09-14
BPS-H80-014459,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School Based Health Center at Mae Richardson Elementary School,200 W Pine St,Central Point,Jackson,Federally Qualified Health Center (FQHC),Active,42.3723315,-122.9208549,2026-09-14
BPS-H80-014539,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Milwaukie Medical Clinic,"10330 SE 32nd Ave, Suite 325",Portland,Clackamas,Federally Qualified Health Center (FQHC),Active,45.44874176,-122.62925603,2026-09-14
BPS-H80-014540,105600,MOSAIC COMMUNITY HEALTH,Bend High School-Based Health Center,230 NE 6th St,Bend,Deschutes,Federally Qualified Health Center (FQHC),Active,44.05281575,-121.29719082,2026-09-14
BPS-H80-014832,105600,MOSAIC COMMUNITY HEALTH,East Bend Health Center,2084 NE Professional Ct,Bend,Deschutes,Federally Qualified Health Center (FQHC),Active,44.06513522,-121.27191578,2026-09-14
BPS-H80-014833,102080,ONE COMMUNITY HEALTH,One Community Health - Hood River Valley High School Health Center,1220 Indian Creek Rd,Hood River,Hood River,Federally Qualified Health Center (FQHC),Active,45.6848901,-121.54609252,2026-09-14
BPS-H80-015276,1014200,COUNTY OF LINCOLN,Western Title Building,255 SW Coast Hwy,Newport,Lincoln,Federally Qualified Health Center (FQHC),Active,44.63378,-124.05499002,2026-09-14
BPS-H80-015516,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica Wellness Center,730 Biddle Rd,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.33670933,-122.87063473,2026-09-14
BPS-H80-015670,10E01202,WINDING WATERS MEDICAL CLINIC,Winding Waters Medical Clinic,603 Medical Pkwy,Enterprise,Wallowa,Federally Qualified Health Center (FQHC),Active,45.43244553,-117.28586383,2026-09-14
BPS-H80-016954,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Hillsboro Reproductive Health Clinic,266 W Main St,Hillsboro,Washington,Federally Qualified Health Center (FQHC),Active,45.52245858,-122.99267289,2026-09-14
BPS-H80-017016,101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,VIRGINIA GARCIA MEMORIAL HEALTH CENTER- NEWBERG DENTAL,2251 E Hancock St STE 106,Newberg,Yamhill,Federally Qualified Health Center (FQHC),Active,45.30122747,-122.95663397,2026-09-14
BPS-H80-017148,107660,CENTRAL CITY CONCERN,Hooper Detoxification and Stabilization Center,1535 N Williams Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.53403395,-122.66698239,2026-09-14
BPS-H80-017149,107920,LANE COUNTY OREGON,Delta Oaks Clinic,1022 Green Acres Rd,Eugene,Lane,Federally Qualified Health Center (FQHC),Active,44.09235117,-123.09606777,2026-09-14
BPS-H80-017337,102970,ROGUE COMMUNITY HEALTH,Behavioral/Integrative Health Services,900 E Main St,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.32769087,-122.86274551,2026-09-14
BPS-H80-017529,101030,YAKIMA VALLEY FARM WORKERS CLINIC,Pacific Pediatrics,1475 Mount Hood Ave,Woodburn,Marion,Federally Qualified Health Center (FQHC),Active,45.15249127,-122.83631301,2026-09-14
BPS-H80-017938,101030,YAKIMA VALLEY FARM WORKERS CLINIC,Lancaster Family Health Center at Lancaster,255 Lancaster Dr NE,Salem,Marion,Federally Qualified Health Center (FQHC),Active,44.92995958,-122.98473221,2026-09-14
BPS-H80-018033,10E00492,THE WALLACE MEDICAL CONCERN,Rosewood Dental Clinic,18139 NE Couch St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.52285035,-122.4757755,2026-09-14
BPS-H80-018305,101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia Beaverton Wellness Center,2725 SW Cedar Hills Blvd STE 200,Beaverton,Washington,Federally Qualified Health Center (FQHC),Active,45.50056333,-122.80925212,2026-09-14
BPS-H80-018651,107880,"THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED",NARA Dental Clinic,12750 SE Stark St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.51770324,-122.53272283,2026-09-14
BPS-H80-018831,1018560,LA PINE COMMUNITY HEALTH CENTER,La Pine School Based Health Center,51627 Coach Rd,La Pine,Deschutes,Federally Qualified Health Center (FQHC),Active,43.67855949,-121.50600993,2026-09-14
BPS-H80-018875,106290,OUTSIDE IN,Outside In 1226,1226 SW 12th Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.51701584,-122.68599707,2026-09-14
BPS-H80-018931,100150,"SISKIYOU COMMUNITY HEALTH CENTER, INC.",CAREVAN,1701 NW Hawthorne Ave,Grants Pass,Josephine,Federally Qualified Health Center (FQHC),Active,42.459058,-123.32705903,2026-09-14
BPS-H80-018936,102970,ROGUE COMMUNITY HEALTH,Table Rock Health Center,2830 Maple Ct,White City,Jackson,Federally Qualified Health Center (FQHC),Active,42.43040568,-122.84049851,2026-09-14
BPS-H80-019115,102970,ROGUE COMMUNITY HEALTH,Rogue Dental Clinic,906 Royal Ct,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.33882903,-122.86730451,2026-09-14
BPS-H80-019197,101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia Memorial Health Center- Administration,3305 NE Aloclek Dr,Hillsboro,Washington,Federally Qualified Health Center (FQHC),Active,45.54371253,-122.89191001,2026-09-14
BPS-H80-019225,105600,MOSAIC COMMUNITY HEALTH,Madras High School-Based Health Center,390 SE 10th St,Madras,Jefferson,Federally Qualified Health Center (FQHC),Active,44.63005001,-121.12289995,2026-09-14
BPS-H80-019235,105600,MOSAIC COMMUNITY HEALTH,Administrative Annex,965 SW Emkay Dr,Bend,Deschutes,Federally Qualified Health Center (FQHC),Active,44.04528922,-121.32440376,2026-09-14
BPS-H80-019262,102970,ROGUE COMMUNITY HEALTH,White Mountain Health Center,550 Wilson Way,White City,Jackson,Federally Qualified Health Center (FQHC),Active,42.43788666,-122.82808165,2026-09-14
BPS-H80-019302,101030,YAKIMA VALLEY FARM WORKERS CLINIC,Coastal Family Health Center Admin Office,3990 Abbey Ln STE 103,Astoria,Clatsop,Federally Qualified Health Center (FQHC),Active,46.19464451,-123.79722604,2026-09-14
BPS-H80-019306,101030,YAKIMA VALLEY FARM WORKERS CLINIC,Community Health Center of Clatskanie,401 SW Belair Dr,Clatskanie,Columbia,Federally Qualified Health Center (FQHC),Active,46.10447187,-123.20916974,2026-09-14
BPS-H80-019384,101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia Reproductive Health Clinic,"333 SE 7th Ave, Ste 5500",Hillsboro,Washington,Federally Qualified Health Center (FQHC),Active,45.51971255,-122.97905422,2026-09-14
BPS-H80-019681,107880,"THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED","NARA Child, Youth, & Family Services/NARA Youth Residential Treatment Center",620 NE 2nd St,Gresham,Multnomah,Federally Qualified Health Center (FQHC),Active,45.49879899,-122.42449888,2026-09-14
BPS-H80-020893,105600,MOSAIC COMMUNITY HEALTH,Redmond Health Center,"1250 SW Veterans Way, Apartment 120",Redmond,Deschutes,Federally Qualified Health Center (FQHC),Active,44.26472027,-121.17929223,2026-09-14
BPS-H80-021128,105600,MOSAIC COMMUNITY HEALTH,Redmond High School-Based Health Center,675 SW Rimrock Way,Redmond,Deschutes,Federally Qualified Health Center (FQHC),Active,44.27097833,-121.19161052,2026-09-14
BPS-H80-021200,107200,COLUMBIA RIVER HEALTH,Columbia River Pharmacy,220 S Main St,Boardman,Morrow,Federally Qualified Health Center (FQHC),Active,45.83179896,-119.70132926,2026-09-14
BPS-H80-021348,10E01202,WINDING WATERS MEDICAL CLINIC,Winding Waters Joseph,401 N Main St,Joseph,Wallowa,Federally Qualified Health Center (FQHC),Active,45.35556341,-117.23046943,2026-09-14
BPS-H80-021670,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Hanby Middle School,806 N 6th Ave,Gold Hill,Jackson,Federally Qualified Health Center (FQHC),Active,42.43463234,-123.05521186,2026-09-14
BPS-H80-021818,105600,MOSAIC COMMUNITY HEALTH,Courtney Health Center,"2577 NE Courtney Dr, Suite 100",Bend,Deschutes,Federally Qualified Health Center (FQHC),Active,44.0723799,-121.26680282,2026-09-14
BPS-H80-021986,107920,LANE COUNTY OREGON,Lane County Clinical Financial Services,2727 Martin Luther King Jr Blvd,Eugene,Lane,Federally Qualified Health Center (FQHC),Active,44.06000729,-123.06759135,2026-09-14
BPS-H80-022054,101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia/LifeWorks NW Beaverton,10700 SW Beaverton Hillsdale Hwy BLDG 1,Beaverton,Washington,Federally Qualified Health Center (FQHC),Active,45.48649247,-122.78662299,2026-09-14
BPS-H80-022158,103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",UCHC Administrative Annex (NO services provided),"4211 NE Stephens St, Suite 101",Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.26084475,-123.35131047,2026-09-14
BPS-H80-024387,101030,YAKIMA VALLEY FARM WORKERS CLINIC,Rosewood Family Health Center at Lents,9047 SE Foster Rd,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.48051571,-122.57029345,2026-09-14
BPS-H80-024422,10E00467,ADAPT,FQHC - Madrone,621 W Madrone St,Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.2134769,-123.35090923,2026-09-14
BPS-H80-024552,101310,COUNTY OF CLACKAMAS,Rex Putnam High School SBHC,4950 SE Roethe Rd,Portland,Clackamas,Federally Qualified Health Center (FQHC),Active,45.40027466,-122.60980817,2026-09-14
BPS-H80-024559,100150,"SISKIYOU COMMUNITY HEALTH CENTER, INC.",GRANTS PASS HIGH SCHOOL - SCHOOL BASED HEALTH CENTER,830 NE 9th St,Grants Pass,Josephine,Federally Qualified Health Center (FQHC),Active,42.44524098,-123.31910896,2026-09-14
BPS-H80-024693,102970,ROGUE COMMUNITY HEALTH,Rogue Behavioral Health,1000 E Main St,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.32763249,-122.86137867,2026-09-14
BPS-H80-024700,102910,"KLAMATH HEALTH PARTNERSHIP, INC.",Klamath Health Partnership Admin,2000 S 6th St,Klamath Falls,Klamath,Federally Qualified Health Center (FQHC),Active,42.21585997,-121.76655996,2026-09-14
BPS-H80-024889,102400,ASHER COMMUNITY HEALTH CENTER,Spray Field Office,211 Pine St,Spray,Wheeler,Federally Qualified Health Center (FQHC),Active,44.83517442,-119.79279929,2026-09-14
BPS-H80-024900,102910,"KLAMATH HEALTH PARTNERSHIP, INC.",SBHC-Mazama High,3009 Summers Ln,Klamath Falls,Klamath,Federally Qualified Health Center (FQHC),Active,42.19792786,-121.73772085,2026-09-14
BPS-H80-024908,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,Women's Health Center--La Clinica,221 W Stewart Ave,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.3121719,-122.86516629,2026-09-14
BPS-H80-024909,107660,CENTRAL CITY CONCERN,Blackburn Center,12121 E Burnside St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.52272249,-122.53831925,2026-09-14
BPS-H80-027336,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Tanasbourne Medical & Dental Clinic,"10690 NE Cornell Rd, Suite 220",Hillsboro,Washington,Federally Qualified Health Center (FQHC),Active,45.53389079,-122.86983777,2026-09-14
BPS-H80-027337,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Patrick Elementary School,1500 2nd Ave,Gold Hill,Jackson,Federally Qualified Health Center (FQHC),Active,42.4334782,-123.06286697,2026-09-14
BPS-H80-027381,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Sams Valley Elementary School,14235 Table Rock Rd,Central Point,Jackson,Federally Qualified Health Center (FQHC),Active,42.49343542,-122.93505233,2026-09-14
BPS-H80-027512,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,Center for Learning and Innovation--La Clinica,931 Chevy Way,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.36094707,-122.87809009,2026-09-14
BPS-H80-027791,103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",UMPQUA COMM HLTH CTR @ DRAIN,316 W A Ave,Drain,Douglas,Federally Qualified Health Center (FQHC),Active,43.66231419,-123.31794136,2026-09-14
BPS-H80-028038,103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",UCHC Denture Lab,1423 NW Fairmount St,Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.22691858,-123.35572304,2026-09-14
BPS-H80-028177,100700,WHITE BIRD CLINIC,White Bird Street Medicine,1400 Mill St,Eugene,Lane,Federally Qualified Health Center (FQHC),Active,44.04419643,-123.08700258,2026-09-14
BPS-H80-029802,102360,COUNTY OF TILLAMOOK,Mobile Clinic,1925 Suppress Rd N,Tillamook,Tillamook,Federally Qualified Health Center (FQHC),Active,45.48646412,-123.84623243,2026-09-14
BPS-H80-029846,105600,MOSAIC COMMUNITY HEALTH,Mosaic Pharmacy - Prineville,375 NW Beaver St STE 103,Prineville,Crook,Federally Qualified Health Center (FQHC),Active,44.30354005,-120.84836195,2026-09-14
BPS-H80-029956,10E01202,WINDING WATERS MEDICAL CLINIC,Winding Waters Open Space,758 NW 1st St,Enterprise,Wallowa,Federally Qualified Health Center (FQHC),Active,45.43139952,-117.27893176,2026-09-14
BPS-H80-030014,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Administration,"7320 SW Hunziker Rd, Suite 300",Portland,Washington,Federally Qualified Health Center (FQHC),Active,45.42561273,-122.75378471,2026-09-14
BPS-H80-030076,1010860,"WATERFALL CLINIC, INCORPORATED",Waterfall Clinic Marshfield High School,972 Ingersoll St,Coos Bay,Coos,Federally Qualified Health Center (FQHC),Active,43.3596469,-124.22167496,2026-09-14
BPS-H80-030102,103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Myrtle Creek Dental Clinic,244 NE Division St,Myrtle Creek,Douglas,Federally Qualified Health Center (FQHC),Active,43.02732166,-123.28458138,2026-09-14
BPS-H80-030104,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Oregon City Medical Clinic,728 Molalla Ave,Oregon City,Clackamas,Federally Qualified Health Center (FQHC),Active,45.34540261,-122.5968816,2026-09-14
BPS-H80-030464,100700,WHITE BIRD CLINIC,WHITE BIRD DENTAL CLINIC,1415 Pearl St,Eugene,Lane,Federally Qualified Health Center (FQHC),Active,44.04421256,-123.08943752,2026-09-14
BPS-H80-030465,102970,ROGUE COMMUNITY HEALTH,East McAndrews Suite 202,1322 E McAndrews Rd,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.34105078,-122.86822987,2026-09-14
BPS-H80-031044,106290,OUTSIDE IN,Outside In East Side,16144 E Burnside St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.52192918,-122.49697786,2026-09-14
BPS-H80-031208,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Merlo Station SBHC,1841 SW Merlo Dr,Beaverton,Washington,Federally Qualified Health Center (FQHC),Active,45.50609455,-122.84769178,2026-09-14
BPS-H80-031239,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Tualatin SBHC,22300 SW Boones Ferry Rd RM 26A,Tualatin,Washington,Federally Qualified Health Center (FQHC),Active,45.35900401,-122.77469244,2026-09-14
BPS-H80-031319,107660,CENTRAL CITY CONCERN,Hansen Clinic at Banfield Value Inn,1525 NE 37th Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.53453619,-122.62593663,2026-09-14
BPS-H80-031366,1010860,"WATERFALL CLINIC, INCORPORATED",North Bay Health Center,93670 Viking Ln,North Bend,Coos,Federally Qualified Health Center (FQHC),Active,43.50143999,-124.21069996,2026-09-14
BPS-H80-031647,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Jackson Elementary School,713 Summit Ave,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.33167977,-122.88733324,2026-09-14
BPS-H80-031821,107920,LANE COUNTY OREGON,Lane County Treatment Center,432 W 11th Ave,Eugene,Lane,Federally Qualified Health Center (FQHC),Active,44.04741353,-123.09942565,2026-09-14
BPS-H80-031828,102080,ONE COMMUNITY HEALTH,Mobile Health Unit1,849 Pacific Ave,Hood River,Hood River,Federally Qualified Health Center (FQHC),Active,45.69615358,-121.51938091,2026-09-14
BPS-H80-031829,102970,ROGUE COMMUNITY HEALTH,Eagle Point Health Center,"11160 Highway 62, Ste A",Eagle Point,Jackson,Federally Qualified Health Center (FQHC),Active,42.47269557,-122.81187063,2026-09-14
BPS-H80-031830,102970,ROGUE COMMUNITY HEALTH,East McAndrews Suite 102,"1322 E McAndrews Rd, Ste 102",Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.34105078,-122.86824756,2026-09-14
BPS-H80-031864,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Talent Middle School,102 Christian Ave,Talent,Jackson,Federally Qualified Health Center (FQHC),Active,42.23992048,-122.79322341,2026-09-14
BPS-H80-031978,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Orchard Hill Elementary School,1011 La Loma Dr,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.30917478,-122.83152678,2026-09-14
BPS-H80-032023,101120,Multnomah County,Reynolds High School Student Health Center,1698 SW Cherry Park Rd RM 506,Troutdale,Multnomah,Federally Qualified Health Center (FQHC),Active,45.52806101,-122.40159097,2026-09-14
BPS-H80-032024,100790,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,La Clinica School-Based Health Center at Talent Elementary School,307 Wagner Creek Rd,Talent,Jackson,Federally Qualified Health Center (FQHC),Active,42.2412971,-122.79243675,2026-09-14
BPS-H80-032047,10E00467,ADAPT,FQHC - Jackson Street,548 SE Jackson St,Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.20924207,-123.34415484,2026-09-14
BPS-H80-032126,10E00492,THE WALLACE MEDICAL CONCERN,Wallace Downtown Rockwood,"18633 SE Stark St, Suite 401",Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.51937836,-122.47104124,2026-09-14
BPS-H80-032223,1010860,"WATERFALL CLINIC, INCORPORATED",Starfish Youth Therapy Center,465 Elrod Ave,Coos Bay,Coos,Federally Qualified Health Center (FQHC),Active,43.36406194,-124.21745334,2026-09-14
BPS-H80-032280,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Administration Support,"7320 SW Hunziker Rd, Suite 102",Portland,Washington,Federally Qualified Health Center (FQHC),Active,45.4255282,-122.75326319,2026-09-14
BPS-H80-032343,107880,"THE NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST, INCORPORATED",NARA Indian Health Clinic,703 NE Hancock St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.53685475,-122.65829195,2026-09-14
BPS-H80-032344,103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Mobile Unit 41,150 NE Kenneth Ford Dr,Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.26245915,-123.35030783,2026-09-14
BPS-H80-032345,103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Aviva Health Support Services,"4221 NE Stephens St, Ste 101",Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.25933819,-123.35139965,2026-09-14
BPS-H80-032347,103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Mobile Unit 24,150 NE Kenneth Ford Dr,Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.26245915,-123.35030783,2026-09-14
BPS-H80-032371,105600,MOSAIC COMMUNITY HEALTH,Conners Health Center,"2065 NE Tucson Way, Apartment 110",Bend,Deschutes,Federally Qualified Health Center (FQHC),Active,44.07096437,-121.2617492,2026-09-14
BPS-H80-032441,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Mobile Medical,"7320 SW Hunziker Rd, Ste 300",Portland,Washington,Federally Qualified Health Center (FQHC),Active,45.42617549,-122.75263974,2026-09-14
BPS-H80-032499,102360,COUNTY OF TILLAMOOK,Tillamook CHC Dental Clinic,"805 Ivy Ave, Suite B",Tillamook,Tillamook,Federally Qualified Health Center (FQHC),Active,45.45206003,-123.84475344,2026-09-14
BPS-H80-032864,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Mobile Dental,"7320 SW Hunziker Rd, Ste 300",Portland,Washington,Federally Qualified Health Center (FQHC),Active,45.42617549,-122.75263974,2026-09-14
BPS-H80-032967,105600,MOSAIC COMMUNITY HEALTH,Mosaic Pharmacy - Bend,"2065 NE Tucson Way, Apt 120",Bend,Deschutes,Federally Qualified Health Center (FQHC),Active,44.07056937,-121.26115752,2026-09-14
BPS-H80-032987,107660,CENTRAL CITY CONCERN,Cedar Commons,11450 SE Division St,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.50392833,-122.54597151,2026-09-14
BPS-H80-032999,100150,"SISKIYOU COMMUNITY HEALTH CENTER, INC.",NORTH VALLEY HIGH SCHOOL SCHOOL BASED HEALTH CENTER,6741 Monument Dr,Grants Pass,Josephine,Federally Qualified Health Center (FQHC),Active,42.518718,-123.37017595,2026-09-14
BPS-H80-033029,102080,ONE COMMUNITY HEALTH,Mobile Health Unit 2,849 Pacific Ave,Hood River,Hood River,Federally Qualified Health Center (FQHC),Active,45.69615358,-121.51938091,2026-09-14
BPS-H80-033438,101630,VALLEY FAMILY HEALTH CARE INC,Fortner Neighborhood Clinic,896 Fortner St,Ontario,Malheur,Federally Qualified Health Center (FQHC),Active,44.03598631,-116.96507767,2026-09-14
BPS-H80-033450,107660,CENTRAL CITY CONCERN,River Haven Clinic,5019 NE 102nd Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.55997674,-122.55779134,2026-09-14
BPS-H80-033711,10E01202,WINDING WATERS MEDICAL CLINIC,Winding Waters Wallowa,605 W Highway 82,Wallowa,Wallowa,Federally Qualified Health Center (FQHC),Active,45.57546712,-117.53663495,2026-09-14
BPS-H80-033767,102360,COUNTY OF TILLAMOOK,Tillamook CHC 8th Street Annex,2111 8th St,Tillamook,Tillamook,Federally Qualified Health Center (FQHC),Active,45.45259089,-123.84250642,2026-09-14
BPS-H80-034075,101120,Multnomah County,Leodis V. McDaniel High School Student Health Center,2735 NE 82nd Ave,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.54185779,-122.58034721,2026-09-14
BPS-H80-034213,105600,MOSAIC COMMUNITY HEALTH,Mosaic Pharmacy - Madras,"500 NE A St, Suite 101",Madras,Jefferson,Federally Qualified Health Center (FQHC),Active,44.63810326,-121.11892039,2026-09-14
BPS-H80-034267,105600,MOSAIC COMMUNITY HEALTH,Madras Health Center,"500 NE A St, Suite 100",Madras,Jefferson,Federally Qualified Health Center (FQHC),Active,44.6380194,-121.11895149,2026-09-14
BPS-H80-034331,101310,COUNTY OF CLACKAMAS,Sandy Health Center,39740 Pleasant St,Sandy,Clackamas,Federally Qualified Health Center (FQHC),Active,45.39720722,-122.25473416,2026-09-14
BPS-H80-034417,10E00506,NEIGHBORHOOD HEALTH CENTER,NHC Dental at Milwaukie High School Health and Wellness Center,2301 SE Willard St,Portland,Clackamas,Federally Qualified Health Center (FQHC),Active,45.44060347,-122.63759527,2026-09-14
BPS-H80-034518,10E01202,WINDING WATERS MEDICAL CLINIC,Winding Waters Hearts for Health,606 Medical Pkwy,Enterprise,Wallowa,Federally Qualified Health Center (FQHC),Active,45.43123464,-117.28548103,2026-09-14
BPS-H80-034519,101230,VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Virginia Garcia Memorial Health Center - Hillsboro 7th Avenue,232 SE 7th Ave,Hillsboro,Washington,Federally Qualified Health Center (FQHC),Active,45.52078132,-122.97875298,2026-09-14
BPS-H80-035075,101310,COUNTY OF CLACKAMAS,Adrienne C. Nelson High School SBHC,14897 SE Parklane Dr,Clackamas,Clackamas,Federally Qualified Health Center (FQHC),Active,45.41549775,-122.49368663,2026-09-14
BPS-H80-035077,101310,COUNTY OF CLACKAMAS,Clackamas High School SBHC,14486 SE 122nd Ave,Clackamas,Clackamas,Federally Qualified Health Center (FQHC),Active,45.41833712,-122.53478209,2026-09-14
BPS-H80-035148,10E00467,ADAPT,FQHC Diamond Lake Blvd,"3005 NE Diamond Lake Blvd, Suite 150",Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.21296774,-123.3134013,2026-09-14
BPS-H80-035264,102910,"KLAMATH HEALTH PARTNERSHIP, INC.",Pine Street Open Door,403 Pine St,Klamath Falls,Klamath,Federally Qualified Health Center (FQHC),Active,42.22422926,-121.78499302,2026-09-14
BPS-H80-035397,103100,"UMPQUA COMMUNITY HEALTH CENTER, INC.",Aviva Outpatient Behavioral Health,2001 NW Newcastle St,Roseburg,Douglas,Federally Qualified Health Center (FQHC),Active,43.23579078,-123.38168531,2026-09-14
BPS-H80-035484,107660,CENTRAL CITY CONCERN,Imani Center (Karibu),2040 SE Powell Blvd,Portland,Multnomah,Federally Qualified Health Center (FQHC),Active,45.49915065,-122.64495349,2026-09-14
BPS-H80-035522,102970,ROGUE COMMUNITY HEALTH,Rogue Main St Dental,922 E Main St,Medford,Jackson,Federally Qualified Health Center (FQHC),Active,42.32773969,-122.86195401,2026-09-14
BPS-H80-036089,100760,"NORTHWEST HUMAN SERVICES, INC.",West Salem Dental Clinic,1233 Edgewater St NW,Salem,Polk,Federally Qualified Health Center (FQHC),Active,44.94022628,-123.05987455,2026-09-14
BPS-H80-036090,100760,"NORTHWEST HUMAN SERVICES, INC.",West Salem Clinic Mental Health,1233 Edgewater St NW,Salem,Polk,Federally Qualified Health Center (FQHC),Active,44.94022628,-123.05987455,2026-09-14
